DOI,Authors,Checked By,Constraints / Assumptions,Description of layout algorithm,Domain,Evaluation,Exclude?,Keep,Layout Method fully described in paper,Method Type,Optimization Objectives,Source,Special features,Temporal Model,Title,URL,Venue,Visual/Structural features supported,Year
10.1007/978-3-030-34444-3_16,Michael BöttingerHelen-Nicole KostisMaria Velez-RojasPenny RheingansAnders Ynnerman,Henry,,,,,No,No,No,,,SpringerLink,,,Reflections on Visualization for Broad Audiences,https://link.springer.com/chapter/10.1007/978-3-030-34444-3_16,Foundations of Data Visualization,,2020
10.1007/s41095-022-0275-7,Zikun DengDi WengShuhan LiuYuan TianMingliang XuYingcai Wu,Henry,,,,,No,No,No,,,SpringerLink,,,A survey of urban visual analytics: Advances and future directions,https://link.springer.com/article/10.1007/s41095-022-0275-7,Computational Visual Media,,2022
10.1007/978-3-030-81222-5_8,Ronald Dyer,Henry,,,,,No,No,No,,,SpringerLink,,,Visualizing Your Visualizations: The Role of Meta-visualization in Learning Analytics,https://link.springer.com/chapter/10.1007/978-3-030-81222-5_8,Visualizations and Dashboards for Learning Analytics,,2021
10.1007/s12665-020-8851-6,Tommy DangVung PhamHuyen N. NguyenNgan V. T. Nguyen,Henry,,,,,No,No,No,,,SpringerLink,,,"<i>AgasedViz</i>: visualizing groundwater availability of Ogallala Aquifer, USA",https://link.springer.com/article/10.1007/s12665-020-8851-6,Environmental Earth Sciences,,2020
10.1007/978-3-030-54249-8_40,Yuri SatoKoji Mineshima,Henry,,,,,No,No,No,,,SpringerLink,,,"Depicting Negative Information in Photographs, Videos, and Comics: A Preliminary Analysis",https://link.springer.com/chapter/10.1007/978-3-030-54249-8_40,Diagrammatic Representation and Inference,,2020
10.1007/s11192-018-2803-x,Qing PingChaomei Chen,"Alex, Henry",Interaction grouping,Two different storyline visualizations. The first shows how topics evolve and interact over multiple research papers: The layout depends on topic frequencies in papers. The second visualizations shows interactions of keywords throughout the paper. No mention of how the layout is computed. The evaluation is weird. They show how how different questions can be answered by the visualization system.,Literature - keyword/topic interaction,Task scenario inspection,No,Yes,Yes,Other,None,SpringerLink,,"Discrete, Non-persistent characters",LitStoryTeller+: an interactive system for multi-level scientific paper visual storytelling with a supportive text mining toolbox,https://link.springer.com/article/10.1007/s11192-018-2803-x,Scientometrics,"Character groups, Labels - characters, Multivariate data encoding",2018
10.1007/978-3-030-15127-0_24,Xin GuoMingshu HeMo ChenXiaojie ZhaoYe Tian,Henry,,,,,No,No,No,,,SpringerLink,,,Research on Data Visualization in Different Scenarios,https://link.springer.com/chapter/10.1007/978-3-030-15127-0_24,Human Centered Computing,,2019
10.1007/s00371-017-1409-2,Lu QiangChai BingjieZhang Haibo,"Alex, Henry",Interaction grouping,Same as the other storycake paper,Movies/Books,"Look at picture (paper says case study), User study",No,Yes,Yes,"Heuristic - Longest Common Subsequence wiggle count minimization, Heuristic - Sugiyama-like ordering, Pipeline","Compactness - limit whitespace, Crossings - pair crossings, Wiggles/Bends - wiggle count, Wiggles/Bends - wiggle height",SpringerLink,"Circular, Locations","Discrete, Interaction duration, Non-persistent characters",Storytelling by the StoryCake visualization,https://link.springer.com/article/10.1007/s00371-017-1409-2,The Visual Computer,"Circular, Locations",2017
10.1007/978-3-319-94229-2_10,Gang WuChao ZhaoWenxing DingFan ZhangJing ZhaoHaitao Wang,Henry,,,,,No,No,No,,,SpringerLink,,,Visual Analysis on Macro Quality Data,https://link.springer.com/chapter/10.1007/978-3-319-94229-2_10,"Advances in Artificial Intelligence, Software and Systems Engineering",,2019
10.1007/978-3-030-41590-7_12,Tabassum KakarXiao QinCory M. TapplyOliver SpringDerek MurphyDaniel YunElke A. RundensteinerLane HarrisonThang LaSanjay K. SahooSuranjan De,Henry,,,,,No,No,No,,,SpringerLink,,,Designing a Visual Analytics System for Medication Error Screening and Detection,https://link.springer.com/chapter/10.1007/978-3-030-41590-7_12,"Computer Vision, Imaging and Computer Graphics Theory and Applications",,2020
10.1007/978-981-13-8410-3_17,Naghmi ShireenHalil ErhanRobert Woodbury,Henry,,,,,No,No,No,,,SpringerLink,,,Encoding Design Process Using Interactive Data Visualization,https://link.springer.com/chapter/10.1007/978-981-13-8410-3_17,"Computer-Aided Architectural Design. Hello, Culture",,2019
10.1007/978-3-030-49713-2_6,Ching-I ChenMeng-Cong Zheng,Henry,,,,,No,No,No,,,SpringerLink,,,Online Interactive Chart Choosers for Novice Visual Designers: Assistance and Restriction,https://link.springer.com/chapter/10.1007/978-3-030-49713-2_6,"Design, User Experience, and Usability. Interaction Design",,2020
10.1007/978-3-030-30033-3_14,Anna LunterovaOndrej SpetkoGeorge Palamas,Henry,,,,,No,No,No,,,SpringerLink,,,Explorative Visualization of Food Data to Raise Awareness of Nutritional Value,https://link.springer.com/chapter/10.1007/978-3-030-30033-3_14,HCI International 2019 – Late Breaking Papers,,2019
10.1007/978-3-319-91803-7_29,Xiaohui WangJingyan QinDawei Li,Henry,,,,,No,No,No,,,SpringerLink,,,Interactive Visualization of Peoples Daily,https://link.springer.com/chapter/10.1007/978-3-319-91803-7_29,"Design, User Experience, and Usability: Designing Interactions",,2018
10.1007/978-3-030-03056-8_28,Shaban ShabaniZhan LiuMaria Sokhn,Henry,,,,,No,No,No,,,SpringerLink,,,Semantic Network Visualization of Cultural Heritage Data,https://link.springer.com/chapter/10.1007/978-3-030-03056-8_28,Current Trends in Web Engineering,,2018
10.1007/s11548-018-1741-7,Alexander OeserJan GaebelAndreas DietzSusanne WiegandSteffen Oeltze-Jafra,Henry,,,,,No,No,No,,,SpringerLink,,,Information architecture for a patient-specific dashboard in head and neck tumor boards,https://link.springer.com/article/10.1007/s11548-018-1741-7,International Journal of Computer Assisted Radiology and Surgery,,2018
10.1007/s10586-017-1348-8,Erna QiXingrui YangZongjun Wang,Henry,,,,,No,No,No,,,SpringerLink,,,RETRACTED ARTICLE: Data mining and visualization of data-driven news in the era of big data,https://link.springer.com/article/10.1007/s10586-017-1348-8,Cluster Computing,,2017
10.1007/978-3-319-96253-5_3,Mario Pérez-MontoroXaquín Veira-González,Henry,,,,,No,No,No,,,SpringerLink,,,Information Visualization in Digital News Media,https://link.springer.com/chapter/10.1007/978-3-319-96253-5_3,Interaction in Digital News Media,,2018
10.1007/978-3-030-22660-2_11,Zev BattadJeramey TylerHui SuMei Si,Henry,,,,,No,No,No,,,SpringerLink,,,A Coordinated Multi-channel Information Presentation Framework for Data Exploration,https://link.springer.com/chapter/10.1007/978-3-030-22660-2_11,Human Interface and the Management of Information. Visual Information and Knowledge Management,,2019
10.1007/978-3-030-25177-2_12,Maryam Salimi,Henry,,,,,No,No,No,,,SpringerLink,,,The Status of Data Journalism in Iranian Media,https://link.springer.com/chapter/10.1007/978-3-030-25177-2_12,Data Journalism in the Global South,,2019
10.1007/978-3-030-01388-2_6,Petra IsenbergBongshin LeeHuamin QuMaxime Cordeil,Henry,,,,,No,No,No,,,SpringerLink,,,Immersive Visual Data Stories,https://link.springer.com/chapter/10.1007/978-3-030-01388-2_6,Immersive Analytics,,2018
10.2991/978-94-6239-186-4_2,Nan CaoWeiwei Cui,Henry,,,,,No,No,No,,,SpringerLink,,,Overview of Text Visualization Techniques,https://link.springer.com/chapter/10.2991/978-94-6239-186-4_2,Introduction to Text Visualization,,2016
10.1007/978-3-319-62543-0_3,Chaomei ChenMin Song,Henry,,,,,No,No,No,,,SpringerLink,,,Science Mapping Tools and Applications,https://link.springer.com/chapter/10.1007/978-3-319-62543-0_3,Representing Scientific Knowledge,,2017
10.1007/978-3-030-00271-8_1,Boris Mirkin,Henry,,,,,No,No,No,,,SpringerLink,,,Topics in Substance of Data Analysis,https://link.springer.com/chapter/10.1007/978-3-030-00271-8_1,"Core Data Analysis: Summarization, Correlation, and Visualization",,2019
10.1007/978-1-4899-7993-3_410-2,Ulrich SchielSonia Leila Da Silva,Henry,,,,,No,No,No,,,SpringerLink,,,Temporal Visual Languages,https://link.springer.com/rwe/10.1007/978-1-4899-7993-3_410-2,Encyclopedia of Database Systems,,2017
10.1007/s12650-017-0430-x,Fangzhou GuoWei ChenTao LinBiao ZhuFan ZhangYingcai WuHuamin Qu,"Alex, Henry",,,,,Yes,Yes,No,,,SpringerLink,Exclude - Other,,TieVis: visual analytics of evolution of interpersonal ties,https://link.springer.com/article/10.1007/s12650-017-0430-x,Journal of Visualization,,2017
10.1007/s12650-016-0416-0,Wei ChenJunhua LuDingke KongZhiqi LiuYandi ShenYinyin ChenJingxuan HeShu LiuYe QiYingcai Wu,Henry,,,,,No,No,No,,,SpringerLink,,,GameLifeVis: visual analysis of behavior evolutions in multiplayer online games,https://link.springer.com/article/10.1007/s12650-016-0416-0,Journal of Visualization,,2017
10.1186/s12859-017-1633-9,Sugeerth MurugesanKristofer BouchardEdward ChangMax DoughertyBernd HamannGunther H. Weber,Henry,,,,,No,No,No,,,SpringerLink,,,Multi-scale visual analysis of time-varying electrocorticography data via clustering of brain regions,https://link.springer.com/article/10.1186/s12859-017-1633-9,BMC Bioinformatics,,2017
10.1007/978-3-319-66610-5_17,Gayane SedrakyanDerick LeonyPedro J. Muñoz-MerinoCarlos Delgado KloosKatrien Verbert,Henry,,,,,No,No,No,,,SpringerLink,,,Evaluating Student-Facing Learning Dashboards of Affective States,https://link.springer.com/chapter/10.1007/978-3-319-66610-5_17,Data Driven Approaches in Digital Education,,2017
10.1186/s40327-016-0036-8,Keyun HuSheryl Staub-FrenchMelanie ToryMadhav Prasad Nepal,Henry,,,,,No,No,No,,,SpringerLink,,,"VisArchive: a time and relevance based visual interface for searching, browsing, and exploring project archives",https://link.springer.com/article/10.1186/s40327-016-0036-8,Visualization in Engineering,,2016
10.1007/978-3-319-47024-5_1,Kuno KurzhalsMichael BurchTanja BlascheckGennady AndrienkoNatalia AndrienkoDaniel Weiskopf,Henry,,,,,No,No,No,,,SpringerLink,,,A Task-Based View on the Visual Analysis of Eye-Tracking Data,https://link.springer.com/chapter/10.1007/978-3-319-47024-5_1,Eye Tracking and Visualization,,2017
10.1007/s13412-017-0433-x,Kate O’NeillErika WeinthalPatrick Hunnicutt,Henry,,,,,No,No,No,,,SpringerLink,,,Seeing complexity: visualization tools in global environmental politics and governance,https://link.springer.com/article/10.1007/s13412-017-0433-x,Journal of Environmental Studies and Sciences,,2017
10.1007/978-3-319-27261-0_48,Dustin L. Arendt,Henry,,,,,No,No,No,,,SpringerLink,,,SVEN: An Alternative Storyline Framework for Dynamic Graph Visualization,https://link.springer.com/chapter/10.1007/978-3-319-27261-0_48,Graph Drawing and Network Visualization,,2015
10.1007/s11192-015-1830-0,Meen Chul KimYongjun ZhuChaomei Chen,Henry,,,,,No,No,No,,,SpringerLink,,,How are they different? A quantitative domain comparison of information visualization and data visualization (2000–2014),https://link.springer.com/article/10.1007/s11192-015-1830-0,Scientometrics,,2016
10.1007/978-3-319-50106-2_43,Paolo FedericoSilvia Miksch,Henry,,,,,No,No,No,,,SpringerLink,,,Evaluation of Two Interaction Techniques for Visualization of Dynamic Graphs,https://link.springer.com/chapter/10.1007/978-3-319-50106-2_43,Graph Drawing and Network Visualization,,2016
10.1007/978-3-319-63184-4_13,Reinout RoelsYves BaetenBeat Signer,Henry,,,,,No,No,No,,,SpringerLink,,,Interactive and Narrative Data Visualisation for Presentation-Based Knowledge Transfer,https://link.springer.com/chapter/10.1007/978-3-319-63184-4_13,Computers Supported Education,,2017
10.1007/978-3-319-39513-5_17,Ali AryaJesse GerroirEfetobore Mike-IfetaAndres Adolfo Navarro-NewballEdmund Prakash,Henry,,,,,No,No,No,,,SpringerLink,,,MEseum: Personalized Experience with Narrative Visualization for Museum Visitors,https://link.springer.com/chapter/10.1007/978-3-319-39513-5_17,Human-Computer Interaction. Novel User Experiences,,2016
10.1007/978-3-319-40259-8_36,Tao LinFangzhou GuoYingcai WuBiao ZhuFan ZhangHuamin QuWei Chen,Henry,,,,,No,No,No,,,SpringerLink,,,TieVis: Visual Analytics of Evolution of Interpersonal Ties,https://link.springer.com/chapter/10.1007/978-3-319-40259-8_36,E-Learning and Games,,2016
10.1007/978-3-319-39513-5_20,Felipe Eduardo LammelIsabel Harb ManssourMilene Selbach Silveira,Henry,,,,,No,No,No,,,SpringerLink,,,Multi-touch Interaction with Information Visualization Techniques: An Analysis Using Twitter Data,https://link.springer.com/chapter/10.1007/978-3-319-39513-5_20,Human-Computer Interaction. Novel User Experiences,,2016
10.1007/978-3-031-02602-7_2,Kamran SedigPaul Parsons,Henry,,,,,No,No,No,,,SpringerLink,,,Background,https://link.springer.com/chapter/10.1007/978-3-031-02602-7_2,Design of Visualizations for Human-Information Interaction,,2016
10.1007/978-3-319-05834-4_7,Günter WallnerSimone Kriglstein,Henry,,,,,No,No,No,,,SpringerLink,,,Comparative Visualization of Player Behavior for Serious Game Analytics,https://link.springer.com/chapter/10.1007/978-3-319-05834-4_7,Serious Games Analytics,,2015
10.1007/978-3-319-19962-7_17,Leliel TrethowenCraig AnslowStuart MarshallIan Welch,Henry,,,,,No,No,No,,,SpringerLink,,,VisRAID: Visualizing Remote Access for Intrusion Detection,https://link.springer.com/chapter/10.1007/978-3-319-19962-7_17,Information Security and Privacy,,2015
10.1007/s11390-013-1383-8,Guo-Dao SunYing-Cai WuRong-Hua LiangShi-Xia Liu,Henry,,,,,No,No,No,,,SpringerLink,,,A Survey of Visual Analytics Techniques and Applications: State-of-the-Art Research and Future Challenges,https://link.springer.com/article/10.1007/s11390-013-1383-8,Journal of Computer Science and Technology,,2013
10.1007/s00371-013-0892-3,Shixia LiuWeiwei CuiYingcai WuMengchen Liu,Henry,,,,,No,No,No,,,SpringerLink,,,A survey on information visualization: recent advances and challenges,https://link.springer.com/article/10.1007/s00371-013-0892-3,The Visual Computer,,2014
10.1007/978-3-662-46531-8_4,Wilfried GrossmannStefanie Rinderle-Ma,Henry,,,,,No,No,No,,,SpringerLink,,,Data Description and Visualization,https://link.springer.com/chapter/10.1007/978-3-662-46531-8_4,Fundamentals of Business Intelligence,,2015
10.1007/978-1-4614-7485-2_13,Joseph H. GoldbergJonathan I. Helfman,Henry,,,,,No,No,No,,,SpringerLink,,,Eye Tracking on Visualizations: Progressive Extraction of Scanning Strategies,https://link.springer.com/chapter/10.1007/978-1-4614-7485-2_13,Handbook of Human Centric Visualization,,2014
10.1007/978-3-642-35416-8_14,Junghoon OhNamheun SonSangjin LeeKyungho Lee,Henry,,,,,No,No,No,,,SpringerLink,,,A Study for Classification of Web Browser Log and Timeline Visualization,https://link.springer.com/chapter/10.1007/978-3-642-35416-8_14,Information Security Applications,,2012
10.1007/s00779-013-0727-2,Haeyong ChungChris NorthJessica Zeitz SelfSharon ChuFrancis Quek,Henry,,,,,No,No,No,,,SpringerLink,,,VisPorter: facilitating information sharing for collaborative sensemaking on multiple displays,https://link.springer.com/article/10.1007/s00779-013-0727-2,Personal and Ubiquitous Computing,,2013
10.1007/978-3-642-40477-1_48,Guilherme Coletto RottaVinícius Silva de LemosAna Luiza Moura da CunhaIsabel Harb ManssourMilene Selbach SilveiraAndré Fagundes Pase,Henry,,,,,No,No,No,,,SpringerLink,,,Exploring Twitter Interactions through Visualization Techniques: Users Impressions and New Possibilities,https://link.springer.com/chapter/10.1007/978-3-642-40477-1_48,Human-Computer Interaction – INTERACT 2013,,2013
10.1007/978-3-642-40477-1_13,Giannis DrossisDimitris GrammenosIlia AdamiConstantine Stephanidis,Henry,,,,,No,No,No,,,SpringerLink,,,3D Visualization and Multimodal Interaction with Temporal Information Using Timelines,https://link.springer.com/chapter/10.1007/978-3-642-40477-1_13,Human-Computer Interaction – INTERACT 2013,,2013
10.1007/978-3-642-40498-6_40,Paolo BurzaccaFabio Paternò,Henry,,,,,No,No,No,,,SpringerLink,,,Analysis and Visualization of Interactions with Mobile Web Applications,https://link.springer.com/chapter/10.1007/978-3-642-40498-6_40,Human-Computer Interaction – INTERACT 2013,,2013
10.1007/978-3-642-33389-7_72,Thomas BeerGerrit GarberederTobias MeisenRudolf ReinhardTorsten Kuhlen,Henry,,,,,No,No,No,,,SpringerLink,,,A multi Level Time Model for Interactive Multiple Dataset Visualization: The Dataset Sequencer,https://link.springer.com/chapter/10.1007/978-3-642-33389-7_72,"Automation, Communication and Cybernetics in Science and Engineering 2011/2012",,2013
10.1007/978-3-642-40511-2_23,Daniel HienertDennis WegenerSiegfried Schomisch,Henry,,,,,No,No,No,,,SpringerLink,,,Making Sense of Open Data Statistics with Information from Wikipedia,https://link.springer.com/chapter/10.1007/978-3-642-40511-2_23,"Availability, Reliability, and Security in Information Systems and HCI",,2013
